Date,NAV
2012-12-18,11.56
2012-12-19,11.29
2012-12-20,11.35
2012-12-21,11.26
2012-12-24,11.22
2012-12-26,11.14
2012-12-27,11.12
2012-12-28,11.03
2012-12-31,11.27
2013-01-02,11.58
2013-01-03,11.58
2013-01-04,11.68
2013-01-07,11.6
2013-01-08,11.58
2013-01-09,11.62
2013-01-10,11.67
2013-01-11,11.66
2013-01-14,11.64
2013-01-15,11.7
2013-01-16,11.69
2013-01-17,11.81
2013-01-18,11.84
2013-01-22,11.94
2013-01-23,11.93
2013-01-24,11.97
2013-01-25,12.03
2013-01-28,12.05
2013-01-29,12.08
2013-01-30,11.95
2013-01-31,12.03
2013-02-01,12.15
2013-02-04,11.97
2013-02-05,12.1
2013-02-06,12.16
2013-02-07,12.16
2013-02-08,12.24
2013-02-11,12.24
2013-02-12,12.32
2013-02-13,12.37
2013-02-14,12.43
2013-02-15,12.42
2013-02-19,12.54
2013-02-20,12.23
2013-02-21,12.13
2013-02-22,12.25
2013-02-25,11.95
2013-02-26,12.04
2013-02-27,12.19
2013-02-28,12.18
2013-03-01,12.19
2013-03-04,12.22
2013-03-05,12.38
2013-03-06,12.43
2013-03-07,12.5
2013-03-08,12.61
2013-03-11,12.63
2013-03-12,12.62
2013-03-13,12.67
2013-03-14,12.81
2013-03-15,12.8
2013-03-18,12.74
2013-03-19,12.71
2013-03-20,12.84
2013-03-21,12.72
2013-03-22,12.73
2013-03-25,12.72
2013-03-26,12.76
2013-03-27,12.76
2013-03-28,12.78
2013-04-01,12.61
2013-04-02,12.51
2013-04-03,12.3
2013-04-04,12.38
2013-04-05,12.36
2013-04-08,12.47
2013-04-09,12.47
2013-04-10,12.67
2013-04-11,12.69
2013-04-12,12.61
2013-04-15,12.1
2013-04-16,12.3
2013-04-17,12.05
2013-04-18,11.99
2013-04-19,12.12
2013-04-22,12.15
2013-04-23,12.36
2013-04-24,12.49
2013-04-25,12.56
2013-04-26,12.47
2013-04-29,12.56
2013-04-30,12.63
2013-05-01,12.33
2013-05-02,12.55
2013-05-03,12.77
2013-05-06,12.89
2013-05-07,13
2013-05-08,13.04
2013-05-09,12.99
2013-05-10,13.08
2013-05-13,13.04
2013-05-14,13.2
2013-05-15,13.26
2013-05-16,13.18
2013-05-17,13.35
2013-05-20,13.41
2013-05-21,13.4
2013-05-22,13.19
2013-05-23,13.22
2013-05-24,13.2
2013-05-28,13.38
2013-05-29,13.3
2013-05-30,13.41
2013-05-31,13.28
2013-06-03,13.36
2013-06-04,13.24
2013-06-05,13.05
2013-06-06,13.2
2013-06-07,13.33
2013-06-10,13.41
2013-06-11,13.24
2013-06-12,13.13
2013-06-13,13.38
2013-06-14,13.25
2013-06-17,13.34
2013-06-18,13.48
2013-06-19,13.32
2013-06-20,13.02
2013-06-21,13.02
2013-06-24,12.83
2013-06-25,12.99
2013-06-26,13.03
2013-06-27,13.23
2013-06-28,13.21
2013-07-01,13.39
2013-07-02,13.36
2013-07-03,13.37
2013-07-05,13.59
2013-07-08,13.62
2013-07-09,13.76
2013-07-10,13.76
2013-07-11,13.92
2013-07-12,13.98
2013-07-15,14.05
2013-07-16,13.98
2013-07-17,14.03
2013-07-18,14.14
2013-07-19,14.15
2013-07-22,14.21
2013-07-23,14.2
2013-07-24,14.12
2013-07-25,14.22
2013-07-26,14.14
2013-07-29,14.03
2013-07-30,14.08
2013-07-31,14.14
2013-08-01,14.36
2013-08-02,14.34
2013-08-05,14.37
2013-08-06,14.21
2013-08-07,14.1
2013-08-08,14.17
2013-08-09,14.14
2013-08-12,14.2
2013-08-13,14.19
2013-08-14,14.13
2013-08-15,13.9
2013-08-16,13.88
2013-08-19,13.72
2013-08-20,13.9
2013-08-21,13.79
2013-08-22,14
2013-08-23,14.01
2013-08-26,14
2013-08-27,13.63
2013-08-28,13.69
2013-08-29,13.8
2013-08-30,13.57
2013-09-03,13.65
2013-09-04,13.76
2013-09-05,13.82
2013-09-06,13.81
2013-09-09,14
2013-09-10,14.13
2013-09-11,14.16
2013-09-12,14.06
2013-09-13,14.14
2013-09-16,14.19
2013-09-17,14.3
2013-09-18,14.4
2013-09-19,14.36
2013-09-20,14.31
2013-09-23,14.27
2013-09-24,14.33
2013-09-25,14.35
2013-09-26,14.38
2013-09-27,14.32
2013-09-30,14.32
2013-10-01,14.5
2013-10-02,14.44
2013-10-03,14.3
2013-10-04,14.41
2013-10-07,14.23
2013-10-08,14.04
2013-10-09,14.02
2013-10-10,14.35
2013-10-11,14.55
2013-10-14,14.63
2013-10-15,14.51
2013-10-16,14.67
2013-10-17,14.79
2013-10-18,14.95
2013-10-21,14.95
2013-10-22,15.01
2013-10-23,14.9
2013-10-24,14.98
2013-10-25,15
2013-10-28,15.01
2013-10-29,15.08
2013-10-30,14.93
2013-10-31,14.86
2013-11-01,14.85
2013-11-04,15.04
2013-11-05,14.98
2013-11-06,14.95
2013-11-07,14.69
2013-11-08,14.98
2013-11-11,15.02
2013-11-12,15.01
2013-11-13,15.17
2013-11-14,15.21
2013-11-15,15.25
2013-11-18,15.14
2013-11-19,15.04
2013-11-20,15.03
2013-11-21,15.25
2013-11-22,15.32
2013-11-25,15.32
2013-11-26,15.42
2013-11-27,15.51
2013-11-29,15.54
2013-12-02,15.39
2013-12-03,15.33
2013-12-04,15.3
2013-12-05,15.3
2013-12-06,15.43
2013-12-09,15.42
2013-12-10,15.32
2013-12-11,15.1
2013-12-12,15.1
2013-12-13,15.16
2013-12-16,15.32
2013-12-17,15.3
2013-12-18,14.68
2013-12-19,14.62
2013-12-20,14.85
2013-12-23,15
2013-12-24,15.08
2013-12-26,15.09
2013-12-27,15.09
2013-12-30,15.08
2013-12-31,15.13
2014-01-02,14.96
2014-01-03,15
2014-01-06,14.88
2014-01-07,14.98
2014-01-08,14.97
2014-01-09,14.95
2014-01-10,15
2014-01-13,14.79
2014-01-14,14.96
2014-01-15,15.06
2014-01-16,15.05
2014-01-17,14.98
2014-01-21,15.06
2014-01-22,15.14
2014-01-23,15
2014-01-24,14.6
2014-01-27,14.45
2014-01-28,14.57
2014-01-29,14.39
2014-01-30,14.56
2014-01-31,14.43
2014-02-03,13.98
2014-02-04,14.1
2014-02-05,14.01
2014-02-06,14.17
2014-02-07,14.27
2014-02-10,14.29
2014-02-11,14.42
2014-02-12,14.48
2014-02-13,14.66
2014-02-14,14.71
2014-02-18,14.83
2014-02-19,14.68
2014-02-20,14.84
2014-02-21,14.85
2014-02-24,14.98
2014-02-25,14.96
2014-02-26,15.06
2014-02-27,15.17
2014-02-28,15.19
2014-03-03,15.09
2014-03-04,15.46
2014-03-05,15.44
2014-03-06,15.5
2014-03-07,15.51
2014-03-10,15.47
2014-03-11,15.29
2014-03-12,15.34
2014-03-13,15.14
2014-03-14,15.2
2014-03-17,15.29
2014-03-18,15.5
2014-03-19,15.43
2014-03-20,15.51
2014-03-21,15.52
2014-03-24,15.4
2014-03-25,15.42
2014-03-26,15.17
2014-03-27,15.09
2014-03-28,15.18
2014-03-31,15.46
2014-04-01,15.63
2014-04-02,15.72
2014-04-03,15.64
2014-04-04,15.34
2014-04-07,15.09
2014-04-08,15.21
2014-04-09,15.37
2014-04-10,15.01
2014-04-11,14.83
2014-04-14,14.9
2014-04-15,14.96
2014-04-16,15.11
2014-04-17,15.2
2014-04-21,15.26
2014-04-22,15.39
2014-04-23,15.35
2014-04-24,15.32
2014-04-25,15.09
2014-04-28,14.99
2014-04-29,15.04
2014-04-30,15.13
2014-05-01,15.1
2014-05-02,15.17
2014-05-05,15.11
2014-05-06,14.91
2014-05-07,14.97
2014-05-08,14.83
2014-05-09,14.92
2014-05-12,15.25
2014-05-13,15.14
2014-05-14,14.88
2014-05-15,14.75
2014-05-16,14.82
2014-05-19,14.97
2014-05-20,14.77
2014-05-21,14.86
2014-05-22,14.96
2014-05-23,15.07
2014-05-27,15.22
2014-05-28,15.18
2014-05-29,15.23
2014-05-30,15.18
2014-06-02,15.15
2014-06-03,15.12
2014-06-04,15.2
2014-06-05,15.44
2014-06-06,15.58
2014-06-09,15.71
2014-06-10,15.67
2014-06-11,15.57
2014-06-12,15.48
2014-06-13,15.5
2014-06-16,15.5
2014-06-17,15.64
2014-06-18,15.7
2014-06-19,15.71
2014-06-20,15.74
2014-06-23,15.7
2014-06-24,15.53
2014-06-25,15.67
2014-06-26,15.65
2014-06-27,15.73
2014-06-30,15.81
2014-07-01,15.98
2014-07-02,15.92
2014-07-03,16.05
2014-07-07,15.81
2014-07-08,15.66
2014-07-09,15.69
2014-07-10,15.53
2014-07-11,15.5
2014-07-14,15.58
2014-07-15,15.46
2014-07-16,15.48
2014-07-17,15.27
2014-07-18,15.47
2014-07-21,15.41
2014-07-22,15.52
2014-07-23,15.5
2014-07-24,15.46
2014-07-25,15.34
2014-07-28,15.27
2014-07-29,15.25
2014-07-30,15.29
2014-07-31,14.97
2014-08-01,14.92
2014-08-04,15.03
2014-08-05,14.98
2014-08-06,15.06
2014-08-07,14.96
2014-08-08,15.11
2014-08-11,15.23
2014-08-12,15.14
2014-08-13,15.23
2014-08-14,15.27
2014-08-15,15.25
2014-08-18,15.46
2014-08-19,15.52
2014-08-20,15.49
2014-08-21,15.56
2014-08-22,15.56
2014-08-25,15.61
2014-08-26,15.7
2014-08-27,15.68
2014-08-28,15.61
2014-08-29,15.7
2014-09-02,15.76
2014-09-03,15.68
2014-09-04,15.61
2014-09-05,15.64
2014-09-08,15.61
2014-09-09,15.46
2014-09-10,15.51
2014-09-11,15.61
2014-09-12,15.49
2014-09-15,15.37
2014-09-16,15.43
2014-09-17,15.45
2014-09-18,15.52
2014-09-19,15.35
2014-09-22,15.12
2014-09-23,14.98
2014-09-24,15.05
2014-09-25,14.81
2014-09-26,14.92
2014-09-29,14.87
2014-09-30,14.68
2014-10-01,14.45
2014-10-02,14.54
2014-10-03,14.61
2014-10-06,14.51
2014-10-07,14.27
2014-10-08,14.48
2014-10-09,14.06
2014-10-10,13.84
2014-10-13,13.73
2014-10-14,13.86
2014-10-15,13.95
2014-10-16,14.13
2014-10-17,14.11
2014-10-20,14.24
2014-10-21,14.53
2014-10-22,14.32
2014-10-23,14.56
2014-10-24,14.6
2014-10-27,14.53
2014-10-28,14.94
2014-10-29,14.94
2014-10-30,14.99
2014-10-31,15.24
2014-11-03,15.19
2014-11-04,15.09
2014-11-05,15.16
2014-11-06,15.23
2014-11-07,15.28
2014-11-10,15.29
2014-11-11,15.28
2014-11-12,15.39
2014-11-13,15.26
2014-11-14,15.29
2014-11-17,15.16
2014-11-18,15.22
2014-11-19,15.08
2014-11-20,15.27
2014-11-21,15.31
2014-11-24,15.45
2014-11-25,15.44
2014-11-26,15.42
2014-11-28,15.11
2014-12-01,14.87
2014-12-02,14.99
2014-12-03,15.16
2014-12-04,15.09
2014-12-05,15.2
2014-12-08,14.97
2014-12-09,15.17
2014-12-10,14.8
2014-12-11,14.84
2014-12-12,14.59
2014-12-15,14.47
2014-12-16,12.6
2014-12-17,12.98
2014-12-18,13.17
2014-12-19,13.24
2014-12-22,13.29
2014-12-23,13.38
2014-12-24,13.4
2014-12-26,13.47
2014-12-29,13.53
2014-12-30,13.5
2014-12-31,13.4
2015-01-02,13.31
2015-01-05,13.05
2015-01-06,12.81
2015-01-07,12.92
2015-01-08,13.15
2015-01-09,13.01
2015-01-12,12.91
2015-01-13,12.92
2015-01-14,12.84
2015-01-15,12.63
2015-01-16,12.86
2015-01-20,12.76
2015-01-21,12.79
2015-01-22,13.07
2015-01-23,13
2015-01-26,13.13
2015-01-27,13.06
2015-01-28,12.83
2015-01-29,12.97
2015-01-30,12.75
2015-02-02,12.93
2015-02-03,13.22
2015-02-04,13.15
2015-02-05,13.33
2015-02-06,13.38
2015-02-09,13.31
2015-02-10,13.34
2015-02-11,13.32
2015-02-12,13.48
2015-02-13,13.57
2015-02-17,13.57
2015-02-18,13.55
2015-02-19,13.56
2015-02-20,13.58
2015-02-23,13.54
2015-02-24,13.62
2015-02-25,13.6
2015-02-26,13.63
2015-02-27,13.58
2015-03-02,13.67
2015-03-03,13.59
2015-03-04,13.54
2015-03-05,13.55
2015-03-06,13.43
2015-03-09,13.47
2015-03-10,13.25
2015-03-11,13.34
2015-03-12,13.56
2015-03-13,13.5
2015-03-16,13.57
2015-03-17,13.6
2015-03-18,13.73
2015-03-19,13.69
2015-03-20,13.84
2015-03-23,13.87
2015-03-24,13.87
2015-03-25,13.63
2015-03-26,13.6
2015-03-27,13.64
2015-03-30,13.83
2015-03-31,13.78
2015-04-01,13.78
2015-04-02,13.84
2015-04-06,13.91
2015-04-07,13.83
2015-04-08,13.9
2015-04-09,13.89
2015-04-10,13.92
2015-04-13,13.93
2015-04-14,13.93
2015-04-15,14.07
2015-04-16,14.01
2015-04-17,13.79
2015-04-20,13.92
2015-04-21,13.88
2015-04-22,13.91
2015-04-23,13.96
2015-04-24,13.92
2015-04-27,13.82
2015-04-28,13.95
2015-04-29,13.87
2015-04-30,13.66
2015-05-01,13.74
2015-05-04,13.77
2015-05-05,13.64
2015-05-06,13.65
2015-05-07,13.68
2015-05-08,13.79
2015-05-11,13.81
2015-05-12,13.78
2015-05-13,13.8
2015-05-14,13.91
2015-05-15,13.88
2015-05-18,14.01
2015-05-19,13.97
2015-05-20,13.98
2015-05-21,13.99
2015-05-22,13.93
2015-05-26,13.75
2015-05-27,13.9
2015-05-28,13.89
2015-05-29,13.82
2015-06-01,13.83
2015-06-02,13.9
2015-06-03,14.03
2015-06-04,13.87
2015-06-05,13.98
2015-06-08,13.87
2015-06-09,13.86
2015-06-10,14.07
2015-06-11,14.08
2015-06-12,14.03
2015-06-15,13.95
2015-06-16,14.04
2015-06-17,13.98
2015-06-18,14.1
2015-06-19,14.09
2015-06-22,14.18
2015-06-23,14.26
2015-06-24,14.14
2015-06-25,14.12
2015-06-26,14.11
2015-06-29,13.76
2015-06-30,13.78
2015-07-01,13.82
2015-07-02,13.73
2015-07-06,13.67
2015-07-07,13.67
2015-07-08,13.46
2015-07-09,13.48
2015-07-10,13.64
2015-07-13,13.76
2015-07-14,13.83
2015-07-15,13.71
2015-07-16,13.75
2015-07-17,13.64
2015-07-20,13.55
2015-07-21,13.5
2015-07-22,13.51
2015-07-23,13.36
2015-07-24,13.19
2015-07-27,13.06
2015-07-28,13.18
2015-07-29,13.32
2015-07-30,13.35
2015-07-31,13.38
2015-08-03,13.3
2015-08-04,13.3
2015-08-05,13.37
2015-08-06,13.33
2015-08-07,13.24
2015-08-10,13.48
2015-08-11,13.38
2015-08-12,13.33
2015-08-13,13.29
2015-08-14,13.4
2015-08-17,13.47
2015-08-18,13.38
2015-08-19,13.23
2015-08-20,12.95
2015-08-21,12.73
2015-08-24,12.24
2015-08-25,12.13
2015-08-26,12.43
2015-08-27,12.71
2015-08-28,12.81
2015-08-31,12.87
2015-09-01,12.5
2015-09-02,12.66
2015-09-03,12.7
2015-09-04,12.57
2015-09-08,12.82
2015-09-09,12.69
2015-09-10,12.72
2015-09-11,12.73
2015-09-14,12.66
2015-09-15,12.82
2015-09-16,12.95
2015-09-17,12.91
2015-09-18,12.66
2015-09-21,12.72
2015-09-22,12.53
2015-09-23,12.48
2015-09-24,12.49
2015-09-25,12.44
2015-09-28,12.16
2015-09-29,12.14
2015-09-30,12.3
2015-10-01,12.26
2015-10-02,12.41
2015-10-05,12.75
2015-10-06,12.77
2015-10-07,12.95
2015-10-08,13.14
2015-10-09,13.13
2015-10-12,13.11
2015-10-13,12.98
2015-10-14,12.88
2015-10-15,13.08
2015-10-16,13.02
2015-10-19,13.01
2015-10-20,13.09
2015-10-21,12.89
2015-10-22,13.02
2015-10-23,13.1
2015-10-26,13.01
2015-10-27,12.81
2015-10-28,13.16
2015-10-29,13.06
2015-10-30,13.01
2015-11-02,13.26
2015-11-03,13.33
2015-11-04,13.29
2015-11-05,13.32
2015-11-06,13.44
2015-11-09,13.26
2015-11-10,13.29
2015-11-11,13.18
2015-11-12,12.9
2015-11-13,12.82
2015-11-16,12.95
2015-11-17,12.91
2015-11-18,13.13
2015-11-19,13.08
2015-11-20,13.15
2015-11-23,13.19
2015-11-24,13.29
2015-11-25,13.34
2015-11-27,13.36
2015-11-30,13.34
2015-12-01,13.43
2015-12-02,13.27
2015-12-03,13.09
2015-12-04,13.19
2015-12-07,12.96
2015-12-08,12.82
2015-12-09,12.69
2015-12-10,12.72
2015-12-11,12.45
2015-12-14,12.36
2015-12-15,12.53
2015-12-16,12.66
2015-12-17,11.37
2015-12-18,11.2
2015-12-21,11.29
2015-12-22,11.42
2015-12-23,11.6
2015-12-24,11.62
2015-12-28,11.53
2015-12-29,11.64
2015-12-30,11.53
2015-12-31,11.41
2016-01-04,11.2
2016-01-05,11.19
2016-01-06,11.02
2016-01-07,10.74
2016-01-08,10.56
2016-01-11,10.54
2016-01-12,10.55
2016-01-13,10.25
2016-01-14,10.39
2016-01-15,10.21
2016-01-19,10.08
2016-01-20,10.08
2016-01-21,10.1
2016-01-22,10.31
2016-01-25,10.06
2016-01-26,10.33
2016-01-27,10.24
2016-01-28,10.31
2016-01-29,10.65
2016-02-01,10.58
